total_return,cagr,sharpe,max_drawdown,turnover,gross_return_sum,strategy
-0.010808156510480171,-0.06780892288063789,-0.9170299536832237,-0.03370413993232202,140.0,0.017552031360324086,volume_reversal_30m
-0.017125685239632427,-0.10561306335982656,-1.3440151361977681,-0.03793516321932866,140.0,0.011228717895615286,reversal_30m
-0.027400652760094735,-0.1643298156986467,-1.967900466356614,-0.05427491297164144,140.0,0.0008324890671263848,vwap_reversal
-0.019940687159781367,-0.12203584201572171,-2.393232887937569,-0.02954439390057939,140.0,0.008081541277296801,sector_reversal_30m
-0.04124239454310885,-0.238252828564244,-3.341425387920031,-0.06475459916985893,140.0,-0.013615504814455458,momentum_30m
