test_year,train_rows,gross_sharpe,net_sharpe,gross_sum,net_sum
2023,211362,4.668991264107449,3.1402077024259776,0.44894629496729044,0.3019462949672905
2024,389022,5.209850785766971,3.8891704521318395,0.5775221570362264,0.43112215703622647
2025,576598,6.656540688426184,5.362242865465499,0.7192998662420265,0.5788998662420265
2026,764005,4.873282957143295,3.995713351368524,0.432438180971219,0.35443818097121904
MEAN,0,5.352166423860975,4.096833592847959,2.1782064992167625,1.6664064992167624
