test_year,train_rows,gross_sharpe,net_sharpe,gross_sum,net_sum
2023,211362,4.606155750475386,2.0074871202948485,0.4342639710812487,0.18926397108124873
2024,389022,4.852549264923409,2.638271622103475,0.5347215713804669,0.29072157138046695
2025,576598,6.665359455458533,4.499286086414633,0.7178998724397088,0.4838998724397087
2026,764005,4.837296936592005,3.379728574793705,0.4308839909667622,0.30088399096676227
MEAN,0,5.240340351862333,3.1311933509016656,2.1177694058681866,1.2647694058681866
