symbol,known_at,shares
1301,2021-05-14,10757509.0
1301,2021-08-06,10757602.0
1301,2021-11-05,10757816.0
1301,2022-02-04,10757804.0
1301,2022-05-13,10757760.0
1301,2022-08-05,10740655.0
1301,2022-11-04,10716690.0
1301,2023-02-03,10716644.0
1301,2023-05-12,10716628.0
1301,2023-08-04,10716607.0
1301,2023-11-06,10727546.0
1301,2024-02-02,10727509.0
1301,2024-05-10,11877508.0
1301,2024-08-05,11877517.0
1301,2024-11-06,11877431.0
1301,2025-02-03,11877431.0
1301,2025-05-12,11877431.0
1301,2025-08-04,11877377.0
1301,2025-11-04,11877339.0
1301,2026-02-06,11877286.0
1332,2021-05-13,311133890.0
1332,2021-08-04,311133114.0
1332,2021-11-05,311239109.0
1332,2022-02-04,311237702.0
1332,2022-05-12,311236484.0
1332,2022-08-04,311235909.0
1332,2022-11-02,311234851.0
1332,2023-02-03,311234548.0
1332,2023-05-12,311233449.0
1332,2023-08-04,311232635.0
1332,2023-11-06,311231754.0
1332,2024-02-06,310830751.0
1332,2024-05-14,310829551.0
1332,2024-08-06,310828556.0
1332,2024-11-06,310824843.0
1332,2025-02-07,310823903.0
1332,2025-05-14,310822946.0
1332,2025-08-05,310822511.0
1332,2025-11-06,303273031.0
1332,2026-02-06,303272679.0
1333,2021-05-10,52622152.0
1333,2021-08-10,52621804.0
1333,2021-11-08,52621195.0
1333,2022-02-07,52620826.0
1333,2022-05-09,52620521.0
1333,2022-08-08,51759140.0
1333,2022-11-07,50510897.0
1333,2023-02-06,50510611.0
1333,2023-05-08,50450834.0
1333,2023-08-07,50450026.0
1333,2023-11-06,50451957.0
1333,2024-02-05,50363619.0
1333,2024-05-07,50363769.0
1333,2024-06-17,50363769.0
1333,2024-08-05,50366297.0
1333,2024-11-11,50368781.0
1333,2025-02-10,50368903.0
1333,2025-05-12,50369032.0
1333,2025-08-05,50376096.0
1333,2025-11-10,50392483.0
1333,2026-02-09,151179698.0
135A,2024-04-15,10110000.0
135A,2024-07-11,10110000.0
135A,2024-10-15,10110000.0
135A,2025-01-14,10110000.0
135A,2025-04-14,10110000.0
135A,2025-07-14,10110000.0
135A,2025-10-14,10233000.0
135A,2026-01-14,10233000.0
135A,2026-04-14,10256000.0
1375,2021-05-12,39910700.0
1375,2021-08-05,39910700.0
1375,2021-11-04,39910700.0
1375,2022-02-03,39910700.0
1375,2022-05-12,39870700.0
1375,2022-08-04,39870700.0
1375,2022-11-10,39883389.0
1375,2023-02-09,39883389.0
1375,2023-05-11,39883389.0
1375,2023-05-12,39883389.0
1375,2023-08-10,39882630.0
1375,2023-11-09,39895633.0
1375,2024-02-08,39894033.0
1375,2024-05-09,39894033.0
1375,2024-08-08,39894033.0
1375,2024-11-07,39904039.0
1375,2024-11-25,39904039.0
1375,2025-02-06,39904039.0
1375,2025-05-09,39904034.0
1375,2025-08-07,39874034.0
1375,2025-11-06,39882822.0
1375,2026-02-09,39882822.0
1376,2021-07-13,11666078.0
1376,2021-10-06,11666078.0
1376,2022-01-05,11671603.0
1376,2022-04-04,11628739.0
1376,2022-07-12,11574429.0
1376,2022-10-07,11574408.0
1376,2022-10-12,11574408.0
1376,2023-01-05,11574349.0
1376,2023-04-05,11469218.0
1376,2023-07-11,11449808.0
1376,2023-10-06,11449736.0
1376,2024-01-05,11449736.0
1376,2024-04-03,11319736.0
1376,2024-07-10,11299736.0
1376,2024-10-04,11204726.0
1376,2025-01-07,11209226.0
1376,2025-04-04,11184126.0
1376,2025-07-11,11142603.0
1376,2025-10-03,11142603.0
1376,2026-01-07,10966193.0
1376,2026-04-03,10966168.0
1377,2021-07-14,44597014.0
1377,2021-10-13,44436086.0
1377,2022-01-13,44348023.0
1377,2022-04-08,44347866.0
1377,2022-07-13,44347678.0
1377,2022-10-07,44347668.0
1377,2023-01-13,44350338.0
1377,2023-04-10,44350140.0
1377,2023-07-14,44349565.0
1377,2023-10-06,44349513.0
1377,2024-01-12,44349336.0
1377,2024-04-05,44303073.0
1377,2024-07-12,43849214.0
1377,2024-10-04,43849143.0
1377,2025-01-14,43849020.0
1377,2025-04-08,43249655.0
1377,2025-07-14,43249523.0
1377,2025-10-07,43257780.0
1377,2026-01-13,43259717.0
1377,2026-04-07,42259696.0
1379,2021-05-14,31470361.0
1379,2021-08-12,31493947.0
1379,2021-11-12,31530721.0
1379,2022-02-10,31555549.0
1379,2022-05-13,31576931.0
1379,2022-08-10,31598982.0
1379,2022-11-11,31608260.0
1379,2023-02-10,31638110.0
1379,2023-05-12,31660224.0
1379,2023-08-10,31685664.0
1379,2023-11-10,31721678.0
1379,2024-02-09,31724163.0
1379,2024-05-10,31724068.0
1379,2024-08-09,31724068.0
1379,2024-11-14,31724005.0
1379,2025-02-14,31372520.0
1379,2025-05-14,31258443.0
1379,2025-08-08,31282659.0
1379,2025-11-14,31299064.0
1379,2026-02-13,31321464.0
1381,2021-04-23,5615851.0
1381,2021-08-13,5615851.0
1381,2021-10-22,5615851.0
1381,2022-01-28,5615802.0
1381,2022-04-22,5615742.0
1381,2022-08-12,5615742.0
1381,2022-10-28,5615742.0
1381,2023-01-27,5615742.0
1381,2023-04-28,5615742.0
1381,2023-08-10,5615717.0
1381,2023-10-27,5615717.0
1381,2024-01-26,5615717.0
1381,2024-05-07,5615717.0
1381,2024-08-09,5615717.0
1381,2024-10-25,5615717.0
1381,2025-01-24,5615717.0
1381,2025-04-25,5615717.0
1381,2025-08-08,5615715.0
1381,2025-10-31,5615715.0
1381,2026-01-30,5615670.0
1383,2021-06-11,1269653.0
1383,2021-09-10,1269653.0
1383,2021-12-13,1269653.0
1383,2022-03-16,1437856.0
1383,2022-06-13,1433774.0
1383,2022-09-12,1433774.0
1383,2022-12-14,1433774.0
1383,2023-03-15,1433753.0
1383,2023-06-13,1547353.0
1383,2023-09-13,1597326.0
1383,2023-12-13,1597326.0
1383,2024-03-15,1597326.0
1383,2024-06-13,1597326.0
1383,2024-09-13,1597325.0
1383,2024-12-13,1597326.0
1383,2025-03-14,1597326.0
1383,2025-06-13,1600406.0
1383,2025-09-12,1600356.0
1383,2025-12-15,1600356.0
1383,2026-03-16,1600356.0
1384,2021-05-13,8458952.0
1384,2021-08-12,8458952.0
1384,2021-11-11,8458952.0
1384,2022-02-10,8458952.0
1384,2022-05-13,8458952.0
1384,2022-08-10,8458952.0
1384,2022-11-11,8458952.0
1384,2023-02-13,8458952.0
1384,2023-05-12,8458918.0
1384,2023-08-10,8458918.0
1384,2023-11-14,8458918.0
1384,2024-02-13,8458918.0
1384,2024-05-14,8458918.0
1384,2024-08-09,8458918.0
1384,2024-11-13,8458918.0
1384,2025-02-12,8458918.0
1384,2025-05-14,8458918.0
1384,2025-08-13,8458918.0
1384,2025-11-12,8458882.0
1384,2026-02-12,8458838.0
1407,2021-07-15,40667067.0
1407,2021-10-15,40657675.0
1407,2022-01-14,40653491.0
1407,2022-04-14,40667205.0
1407,2022-07-15,40666015.0
1407,2022-10-14,40664516.0
1407,2023-01-13,40663129.0
1407,2023-04-14,40662184.0
1407,2023-07-14,40660908.0
1407,2023-10-13,40660366.0
1407,2024-01-12,40659954.0
1407,2024-04-12,40659835.0
1407,2024-07-12,39892005.0
1407,2024-10-15,39659675.0
1407,2024-11-25,39659675.0
1407,2025-01-14,39659564.0
1407,2025-04-14,39659444.0
1407,2025-07-15,39659444.0
1407,2025-10-15,39659270.0
1407,2026-01-14,39659150.0
1407,2026-04-14,39659150.0
1414,2021-05-10,53827850.0
1414,2021-08-10,53827706.0
1414,2021-11-10,53704306.0
1414,2022-02-10,53467477.0
1414,2022-05-10,53242095.0
1414,2022-08-10,53241988.0
1414,2022-11-10,53127758.0
1414,2023-02-10,52873190.0
1414,2023-05-10,52628970.0
1414,2023-08-10,52628916.0
1414,2023-11-10,52268094.0
1414,2024-02-09,52267682.0
1414,2024-05-10,52267577.0
1414,2024-08-09,52038295.0
1414,2024-11-11,51859111.0
1414,2025-02-10,51667989.0
1414,2025-05-09,51068789.0
1414,2025-08-12,51068698.0
1414,2025-11-10,51068698.0
1414,2026-02-10,203088760.0
1417,2021-05-14,101417611.0
1417,2021-08-11,100843212.0
1417,2021-11-12,99994083.0
1417,2022-02-10,99993489.0
1417,2022-05-13,98964508.0
1417,2022-08-10,98253682.0
1417,2022-11-11,97821655.0
1417,2023-02-10,97279828.0
1417,2023-05-15,95907577.0
1417,2023-08-10,95021317.0
1417,2023-11-10,94142464.0
1417,2024-02-13,92932846.0
1417,2024-05-13,92100912.0
1417,2024-08-09,91185610.0
1417,2024-11-13,90609158.0
1417,2025-02-14,90246334.0
1417,2025-05-13,89710676.0
1417,2025-08-12,89234018.0
1417,2025-11-13,88660316.0
1417,2026-02-13,88665915.0
1418,2021-07-13,19304349.0
1418,2021-10-13,19440649.0
1418,2022-01-13,19440649.0
1418,2022-04-13,19440649.0
1418,2022-07-13,15475849.0
1418,2022-10-13,15491449.0
1418,2023-01-13,15491449.0
1418,2023-04-13,15491449.0
1418,2023-07-13,15505349.0
1418,2023-10-12,15505349.0
1418,2024-01-12,15505349.0
1418,2024-04-12,15515349.0
1418,2024-07-12,15515349.0
1418,2024-10-15,15520649.0
1418,2025-01-14,15520649.0
1418,2025-04-14,15520649.0
1418,2025-07-15,15585649.0
1418,2025-10-15,15591949.0
1418,2026-01-14,15312049.0
1418,2026-01-27,15312049.0
1418,2026-04-14,15253949.0
1419,2021-07-12,29455799.0
1419,2021-10-12,29455799.0
1419,2022-01-11,29304299.0
1419,2022-04-11,29304299.0
1419,2022-07-11,29304299.0
1419,2022-10-11,29304299.0
1419,2023-01-11,29304299.0
1419,2023-04-10,28988399.0
1419,2023-07-11,28988354.0
1419,2023-10-10,28988354.0
1419,2024-01-11,28988339.0
1419,2024-04-11,28988262.0
1419,2024-07-11,28988208.0
1419,2024-10-11,28988208.0
1419,2025-01-14,28988208.0
1419,2025-04-10,28988208.0
1419,2025-07-11,28988208.0
1419,2025-10-14,28988208.0
1419,2026-01-13,28988158.0
1419,2026-04-10,28988158.0
141A,2024-05-14,118519500.0
141A,2024-08-13,121947400.0
141A,2024-11-13,121947400.0
141A,2025-02-13,122085976.0
141A,2025-05-14,122281531.0
141A,2025-08-13,122298131.0
141A,2025-11-13,122308679.0
141A,2026-02-12,122391187.0
1420,2021-05-14,11047887.0
1420,2021-07-30,11047887.0
1420,2021-08-13,11047887.0
1420,2021-11-05,11070112.0
1420,2022-02-04,11076012.0
1420,2022-05-13,11076012.0
1420,2022-07-29,11076012.0
1420,2022-11-07,11097464.0
1420,2023-02-03,11097464.0
1420,2023-05-12,11097464.0
1420,2023-08-04,11097464.0
1420,2023-11-06,11134614.0
1420,2024-02-05,11134614.0
1420,2024-05-10,11134614.0
1420,2024-08-06,11134614.0
1420,2024-11-06,11205914.0
1420,2025-02-05,11205914.0
1420,2025-05-12,11205914.0
1420,2025-08-07,11205914.0
1420,2025-11-11,11281714.0
1420,2026-02-06,11616690.0
1429,2021-05-11,32302372.0
1429,2021-08-10,32310872.0
1429,2021-11-09,32310872.0
1429,2022-02-10,32310872.0
1429,2022-05-11,32310872.0
1429,2022-08-10,32312872.0
1429,2022-11-09,32312829.0
1429,2023-02-10,31312829.0
1429,2023-05-11,31408129.0
1429,2023-08-10,31408129.0
1429,2023-11-10,31408129.0
1429,2024-02-14,31408129.0
1429,2024-05-10,31408129.0
1429,2024-08-09,31408129.0
1429,2024-11-08,31408129.0
1429,2025-02-07,31908129.0
1429,2025-05-09,31900029.0
1429,2025-08-08,31896229.0
1429,2025-11-07,31889929.0
1429,2026-02-13,32211229.0
1430,2021-07-09,12050409.0
1430,2021-10-08,12055409.0
1430,2022-01-07,12075509.0
1430,2022-04-08,11840509.0
1430,2022-07-08,11840509.0
1430,2022-10-07,11840509.0
1430,2023-01-06,11917409.0
1430,2023-04-07,11917409.0
1430,2023-07-14,11917409.0
1430,2023-10-13,11915909.0
1430,2024-01-12,11951609.0
1430,2024-04-12,11946608.0
1430,2024-07-12,11947808.0
1430,2024-10-15,11947308.0
1430,2025-01-14,11946308.0
1430,2025-04-14,11947008.0
1430,2025-07-15,11947108.0
1430,2025-10-14,11947062.0
1430,2026-01-14,11990562.0
1430,2026-04-14,11990562.0
1431,2021-05-13,22576520.0
1431,2021-08-10,22576520.0
1431,2021-11-10,22415020.0
1431,2022-02-10,22424145.0
1431,2022-05-12,22242067.0
1431,2022-08-09,22242067.0
1431,2022-11-10,22102767.0
1431,2023-02-10,22102867.0
1431,2023-05-11,22102867.0
1431,2023-08-10,22102867.0
1431,2023-11-10,21975867.0
1431,2024-02-09,21975865.0
1431,2024-05-10,23535345.0
1431,2024-08-09,23534943.0
1431,2024-11-12,23534585.0
1431,2025-02-12,23246885.0
1431,2025-05-13,23247885.0
1431,2025-08-12,23249385.0
1431,2025-11-12,23249585.0
1431,2026-02-12,23265828.0
1433,2021-06-09,8250206.0
1433,2021-09-09,8355706.0
1433,2021-12-10,8589406.0
1433,2022-03-11,8621365.0
1433,2022-06-09,8699965.0
1433,2022-09-09,8861165.0
1433,2022-12-08,8861165.0
1433,2023-03-10,8861165.0
1433,2023-06-09,8861165.0
1433,2023-09-08,8861165.0
1433,2023-12-08,8861165.0
1433,2024-03-08,8861165.0
1433,2024-06-07,8861165.0
1433,2024-09-09,8861165.0
1433,2024-12-10,8861165.0
1433,2025-03-12,8861165.0
1433,2025-06-09,8764164.0
1433,2025-09-09,9109101.0
1433,2025-12-10,9115401.0
1433,2026-03-12,8860910.0
1434,2021-07-14,6641015.0
1434,2021-10-13,6644515.0
1434,2022-01-14,6651515.0
1434,2022-04-14,6712815.0
1434,2022-07-14,6719415.0
1434,2022-10-14,6723515.0
1434,2023-01-13,6746915.0
1434,2023-04-14,6815915.0
1434,2023-07-14,6826815.0
1434,2023-10-13,6845415.0
1434,2024-01-12,6876815.0
1434,2024-04-12,6922471.0
1434,2024-07-12,6922431.0
1434,2024-10-15,6917831.0
1434,2025-01-14,6917781.0
1434,2025-04-14,6937681.0
1434,2025-07-14,6937156.0
1434,2025-10-10,6937156.0
1434,2026-01-14,6937120.0
1434,2026-04-13,6958520.0
1435,2021-05-13,91127000.0
1435,2021-08-12,90365400.0
1435,2021-11-11,90365400.0
1435,2022-02-14,90365400.0
1435,2022-05-12,89884200.0
1435,2022-08-10,89884200.0
1435,2022-11-11,89884200.0
1435,2023-02-14,89884200.0
1435,2023-03-10,89884200.0
1435,2023-05-12,89884200.0
1435,2023-08-14,89884200.0
1435,2023-11-13,89884200.0
1435,2024-02-14,89884200.0
1435,2024-05-13,89884200.0
1435,2024-08-09,89884200.0
1435,2024-11-08,89884200.0
1435,2025-02-14,89884200.0
1435,2025-05-13,89884180.0
1435,2025-08-08,89884180.0
1435,2025-11-13,89884100.0
1435,2026-02-12,89884100.0
1436,2021-06-14,4189430.0
1436,2021-09-13,4189430.0
1436,2021-12-13,4189630.0
1436,2022-03-14,4074630.0
1436,2022-06-13,4074830.0
1436,2022-09-12,4074830.0
1436,2022-12-12,4075830.0
1436,2023-03-13,4075830.0
1436,2023-06-12,4075830.0
1436,2023-09-11,4075830.0
1436,2023-12-11,4075830.0
1436,2024-03-11,4075830.0
1436,2024-06-10,4075830.0
1436,2024-09-10,4075794.0
1436,2024-12-10,4105965.0
1436,2025-03-11,4113165.0
1436,2025-06-10,4113365.0
1436,2025-09-09,4114365.0
1436,2025-12-09,4122365.0
1436,2026-03-10,4122565.0
1443,2021-05-20,16236108.0
1443,2021-06-01,16236108.0
1443,2021-08-16,16236108.0
1443,2021-11-15,16236018.0
1443,2022-02-14,16235929.0
1443,2022-05-27,16235929.0
1443,2022-08-15,16235783.0
1443,2022-11-14,16235474.0
1443,2023-02-14,16235389.0
1443,2023-05-19,16235292.0
1443,2023-08-14,16235268.0
1443,2023-11-14,16235078.0
1443,2024-02-14,16234793.0
1443,2024-05-20,16234688.0
1443,2024-08-14,16234669.0
1443,2024-11-14,16234555.0
1443,2025-02-14,16234536.0
1443,2025-05-20,16234536.0
1443,2025-08-14,16234458.0
1443,2025-11-14,16234321.0
1443,2026-02-16,16234098.0
1447,2021-05-17,21446044.0
1447,2021-08-16,21445689.0
1447,2021-11-15,21558504.0
1447,2022-02-14,21566039.0
1447,2022-05-17,22330739.0
1447,2022-06-24,22330739.0
1447,2022-08-15,22483564.0
1447,2022-11-14,24133374.0
1447,2023-02-13,24133279.0
1447,2023-05-15,24133279.0
1447,2023-08-31,24133279.0
1447,2023-09-14,24132994.0
1447,2023-11-14,24132899.0
1447,2024-02-14,24132524.0
1447,2024-05-15,24446958.0
1447,2024-08-09,24446773.0
1447,2024-11-14,24444681.0
1447,2025-02-14,24442704.0
1447,2025-05-15,24440802.0
1447,2025-08-14,24422733.0
1447,2025-11-14,24395151.0
1447,2026-02-13,24377937.0
146A,2024-05-13,3333400.0
146A,2024-08-09,3470400.0
146A,2024-11-12,3470400.0
146A,2025-02-13,3471400.0
146A,2025-02-26,3471400.0
146A,2025-05-14,3471400.0
146A,2025-08-13,6944800.0
146A,2025-11-12,6944800.0
146A,2025-11-27,6944800.0
146A,2026-02-12,7716600.0
147A,2024-05-10,43220809.0
147A,2024-08-14,45082181.0
147A,2024-11-07,45129416.0
147A,2025-02-13,45147884.0
147A,2025-05-14,45153485.0
147A,2025-08-14,45241112.0
147A,2025-11-12,45249212.0
147A,2026-02-12,45325211.0
1491,2021-05-14,289645566.0
1491,2021-08-12,289645342.0
1491,2021-11-11,288216250.0
1491,2022-02-10,288215988.0
1491,2022-05-13,288215554.0
1491,2022-08-10,288215425.0
1491,2022-11-11,288214952.0
1491,2023-02-10,288214494.0
1491,2023-05-12,288214016.0
1491,2023-08-10,288213898.0
1491,2023-11-10,288212795.0
1491,2024-02-09,288211897.0
1491,2024-05-14,288211270.0
1491,2024-08-14,288210891.0
1491,2024-11-12,288210132.0
1491,2025-02-14,288209667.0
1491,2025-05-15,288209128.0
1491,2025-08-13,288208403.0
1491,2025-11-13,14410389.0
1491,2026-02-13,14386281.0
149A,2024-05-15,3159320.0
149A,2024-08-14,3159320.0
149A,2024-11-14,3159320.0
149A,2025-02-14,3164320.0
149A,2025-05-15,3184720.0
149A,2025-08-14,3186320.0
149A,2025-11-14,3196320.0
149A,2026-02-13,3206320.0
1514,2021-05-14,54719008.0
1514,2021-07-30,54717984.0
1514,2021-10-29,55040218.0
1514,2022-01-31,55040210.0
1514,2022-05-16,55032005.0
1514,2022-07-29,53009697.0
1514,2022-10-31,53228785.0
1514,2023-01-31,53218732.0
1514,2023-05-15,53218729.0
1514,2023-07-31,52233529.0
1514,2023-10-31,51439012.0
1514,2024-01-31,51438965.0
1514,2024-05-15,51438875.0
1514,2024-07-25,51438865.0
1514,2024-10-30,51455492.0
1514,2025-01-30,59785424.0
1514,2025-05-15,59785424.0
1514,2025-07-31,59785421.0
1514,2025-10-31,59823358.0
1514,2026-01-30,59823244.0
1515,2021-05-10,8318824.0
1515,2021-08-04,8318789.0
1515,2021-11-04,8318692.0
1515,2022-02-04,8318621.0
1515,2022-05-10,8318525.0
1515,2022-08-04,8318528.0
1515,2022-11-04,16636826.0
1515,2023-02-06,16636702.0
1515,2023-05-12,16636662.0
1515,2023-08-07,16636602.0
1515,2023-11-07,16636387.0
1515,2024-02-06,16636205.0
1515,2024-05-13,16635967.0
1515,2024-08-06,16635725.0
1515,2024-11-07,16635685.0
1515,2025-02-06,16635519.0
1515,2025-05-12,15735331.0
1515,2025-08-06,15735260.0
1515,2025-11-07,78682200.0
1515,2026-02-06,78682088.0
1518,2021-05-12,13006839.0
1518,2021-08-06,13006839.0
1518,2021-11-05,13009537.0
1518,2022-02-04,13009537.0
1518,2022-05-13,13009497.0
1518,2022-08-05,12993797.0
1518,2022-11-11,12993797.0
1518,2023-02-10,12993797.0
1518,2023-05-15,12993663.0
1518,2023-08-10,12831497.0
1518,2023-11-10,12523075.0
1518,2024-02-09,12204469.0
1518,2024-05-13,11920861.0
1518,2024-08-09,11784961.0
1518,2024-11-08,11545710.0
1518,2025-02-14,11215699.0
1518,2025-05-13,11215699.0
1518,2025-08-08,11170948.0
1518,2025-11-07,39033565.0
1518,2026-02-13,38425560.0
153A,2024-05-15,6086700.0
153A,2024-08-13,6327500.0
153A,2024-11-13,6368200.0
153A,2025-02-14,6373900.0
153A,2025-05-15,6390300.0
153A,2025-08-14,6400900.0
153A,2025-11-14,6493100.0
153A,2026-02-13,6528000.0
155A,2024-05-15,9970000.0
155A,2024-08-13,10280500.0
155A,2024-11-13,10338500.0
155A,2025-02-13,10338500.0
155A,2025-05-14,10368500.0
155A,2025-08-13,10396500.0
155A,2025-11-13,9996500.0
155A,2026-02-13,10237253.0
156A,2024-04-12,9827197.0
156A,2024-07-12,9877197.0
156A,2024-10-11,9737453.0
156A,2024-11-28,9737453.0
156A,2025-01-14,9739688.0
156A,2025-04-14,9811444.0
156A,2025-07-14,9554044.0
156A,2025-10-14,9632188.0
156A,2026-01-14,9626388.0
156A,2026-04-14,9442892.0
157A,2024-05-10,3190000.0
157A,2024-08-14,3190000.0
157A,2024-11-14,3190000.0
157A,2025-02-14,3109300.0
157A,2025-05-15,3109300.0
157A,2025-08-14,3132800.0
157A,2025-11-13,3141400.0
157A,2026-02-13,3182200.0
1605,2021-05-13,1460204531.0
1605,2021-08-10,1460207507.0
1605,2021-11-05,1460207507.0
1605,2022-02-09,1386517607.0
1605,2022-02-15,1386517607.0
1605,2022-05-11,1386519948.0
1605,2022-08-08,1385756804.0
1605,2022-11-08,1349047704.0
1605,2023-02-09,1305994304.0
1605,2023-05-10,1305999894.0
1605,2023-08-09,1306012494.0
1605,2023-11-09,1288195994.0
1605,2024-02-13,1258244461.0
1605,2024-03-27,1258244461.0
1605,2024-05-14,1258260791.0
1605,2024-08-08,1247790234.0
1605,2024-11-12,1219464239.0
1605,2025-02-13,1197599828.0
1605,2025-03-19,1197599828.0
1605,2025-05-13,1197599800.0
1605,2025-08-08,1197406752.0
1605,2025-11-13,1186018938.0
1605,2026-02-12,1165393699.0
160A,2024-05-14,3030000.0
160A,2024-08-14,3559500.0
160A,2024-11-13,3563500.0
160A,2025-02-13,3563500.0
160A,2025-05-14,3576000.0
160A,2025-08-14,3576000.0
160A,2025-11-14,3580400.0
160A,2026-02-13,3581400.0
1662,2021-05-13,57074794.0
1662,2021-08-10,57074794.0
1662,2021-11-09,57076394.0
1662,2022-02-09,56539094.0
1662,2022-05-13,55635794.0
1662,2022-08-09,54721266.0
1662,2022-11-10,54226566.0
1662,2023-02-10,54226346.0
1662,2023-05-12,54226346.0
1662,2023-08-09,54226346.0
1662,2023-11-10,54234823.0
1662,2024-02-09,53724023.0
1662,2024-05-14,52861790.0
1662,2024-08-08,51925090.0
1662,2024-11-13,256190450.0
1662,2025-02-12,255641650.0
1662,2025-05-13,255912400.0
1662,2025-08-07,255912400.0
1662,2025-11-12,255958000.0
1662,2026-02-12,255957950.0
1663,2021-05-13,26557497.0
1663,2021-08-10,26563871.0
1663,2021-11-11,26563691.0
1663,2022-02-10,26565489.0
1663,2022-05-12,26571867.0
1663,2022-08-12,26596808.0
1663,2022-11-10,26599304.0
1663,2023-02-13,26599208.0
1663,2023-05-15,26608275.0
1663,2023-08-14,26626327.0
1663,2023-11-14,26630757.0
1663,2024-02-14,26631707.0
1663,2024-05-13,26643102.0
1663,2024-08-09,26655642.0
1663,2024-11-12,26659034.0
1663,2025-02-14,26662920.0
1663,2025-05-13,26673520.0
1663,2025-08-12,26688533.0
1663,2025-11-13,26688431.0
1663,2026-02-13,26694307.0
166A,2024-08-02,51528919.0
166A,2024-11-12,51523764.0
166A,2025-02-12,51521460.0
166A,2025-05-13,53822420.0
166A,2025-08-07,54922164.0
166A,2025-11-11,61622040.0
166A,2026-02-13,61621872.0
167A,2024-08-08,40024515.0
167A,2024-11-08,40066312.0
167A,2025-02-07,40066189.0
167A,2025-05-14,40066149.0
167A,2025-08-08,40065784.0
167A,2025-11-12,40101493.0
167A,2026-02-10,40101340.0
1711,2021-05-14,5317411.0
1711,2021-08-10,5617411.0
1711,2021-11-11,5917411.0
1711,2022-02-10,6732711.0
1711,2022-05-12,8052711.0
1711,2022-08-12,8732711.0
1711,2022-11-14,8732711.0
1711,2023-02-14,8732711.0
1711,2023-05-15,8732711.0
1711,2023-07-28,8732711.0
1711,2023-08-14,8732711.0
1711,2023-11-14,8732711.0
1711,2024-02-14,8732711.0
1711,2024-05-15,9832711.0
1711,2024-08-14,9832711.0
1711,2024-11-14,9832711.0
1711,2025-02-14,10052711.0
1711,2025-05-13,10232663.0
1711,2025-08-14,10232663.0
1711,2025-11-14,10232663.0
1711,2026-02-13,10432663.0
1716,2021-05-14,11383132.0
1716,2021-10-29,11383105.0
1716,2021-11-12,11383105.0
1716,2022-02-14,11383064.0
1716,2022-05-13,11383064.0
1716,2022-08-12,11356944.0
1716,2022-11-14,11315724.0
1716,2023-02-14,11315693.0
1716,2023-05-15,11315693.0
1716,2023-08-14,11315693.0
1716,2023-11-14,11315693.0
1716,2024-02-14,11320393.0
1716,2024-05-15,11319513.0
1716,2024-08-14,11302733.0
1716,2024-11-14,11290333.0
1716,2025-02-14,11281193.0
1716,2025-05-15,11269573.0
1716,2025-08-14,11248713.0
1716,2025-11-14,11247253.0
1716,2026-02-13,11252847.0
1717,2021-05-14,11374497.0
1717,2021-08-06,11392797.0
1717,2021-11-05,11460197.0
1717,2022-02-04,11471697.0
1717,2022-05-13,11493997.0
1717,2022-08-05,11493997.0
1717,2022-11-04,11528597.0
1717,2023-02-06,11528597.0
1717,2023-05-12,11528560.0
1717,2023-08-04,11534560.0
1717,2023-11-06,11598617.0
1717,2024-02-05,11598701.0
1717,2024-05-14,11598701.0
1717,2024-08-09,11606701.0
1717,2024-11-08,11670673.0
1717,2025-02-07,11670672.0
1717,2025-05-14,11670672.0
1717,2025-08-08,11670672.0
1717,2025-11-07,11758656.0
1717,2026-02-06,11758656.0
1719,2021-05-12,186524836.0
1719,2021-08-05,183496437.0
1719,2021-11-11,180361583.0
1719,2022-02-08,175830990.0
1719,2022-05-13,168970277.0
1719,2022-08-09,165272486.0
1719,2022-11-08,161860397.0
1719,2023-02-14,158533477.0
1719,2023-05-12,156470204.0
1719,2023-08-08,156469956.0
1719,2023-11-09,156620071.0
1719,2024-02-08,156621839.0
1719,2024-05-14,156624998.0
1719,2024-08-07,156624474.0
1719,2024-11-07,156742120.0
1719,2025-02-13,156756999.0
1719,2025-05-14,156765788.0
1719,2025-08-07,156765558.0
1719,2025-11-07,156832834.0
1719,2026-02-12,156863347.0
1720,2021-05-12,104648943.0
1720,2021-08-06,104648342.0
1720,2021-11-08,104687409.0
1720,2022-02-08,104686975.0
1720,2022-05-12,104732063.0
1720,2022-05-18,104732063.0
1720,2022-06-14,104732063.0
1720,2022-08-09,104816620.0
1720,2022-11-08,104959138.0
1720,2023-02-09,105073686.0
1720,2023-05-10,105131813.0
1720,2023-05-24,105131813.0
1720,2023-08-07,105197768.0
1720,2023-11-07,105364476.0
1720,2024-02-08,105468517.0
1720,2024-05-09,105517232.0
1720,2024-08-07,105573594.0
1720,2024-11-07,105754251.0
1720,2024-11-26,105754251.0
1720,2025-02-12,105890352.0
1720,2025-05-13,105949057.0
1720,2025-05-23,105949057.0
1720,2025-08-06,106007278.0
1720,2025-11-07,106150064.0
1720,2026-02-06,106237227.0
1721,2021-05-14,125038145.0
1721,2021-08-06,124829274.0
1721,2021-11-10,124154299.0
1721,2022-02-09,123359260.0
1721,2022-05-12,122424415.0
1721,2022-08-05,121823282.0
1721,2022-11-10,121814304.0
1721,2023-02-10,121189826.0
1721,2023-05-11,120778829.0
1721,2023-08-07,120442278.0
1721,2023-11-09,120194538.0
1721,2024-02-08,119901639.0
1721,2024-05-10,119377803.0
