total_return,cagr,sharpe,max_drawdown,strategy,turnover,gross_return_sum
-0.022419753441409118,-0.13628697984630866,-5.154707119464301,-0.023195374440062366,ofi_reversal,139.9878048780488,0.005384906828831401
-0.027305222137373075,-0.1637998582608824,-6.193302673843171,-0.027465225131763304,ofi_price_divergence,139.98765432098764,0.0003770129228082581
-0.033343054717064,-0.1967756076286974,-7.865478626399446,-0.04083509740277169,ofi_momentum,139.98765432098764,-0.005853986483789215
-0.031074044488694663,-0.18451473270482788,-12.636076878331686,-0.034413943296161764,ofi_sector_momentum,139.98765432098764,-0.0035492027399774873
