combo,k,wtype,cost,weights,is_sharpe,oos_sharpe,oos_ann_ret,oos_maxdd,full_sharpe
ml_mag_adaptive+idio_gap_reversal+gap_short_hedged,3,ew,7.0,"{""ml_mag_adaptive"": 0.333, ""idio_gap_reversal"": 0.333, ""gap_short_hedged"": 0.333}",3.0687909730526424,6.189158136937265,0.6355413789895951,-0.03104227206977883,4.3580712436645985
ml_mag_adaptive+idio_gap_reversal+gap_short_hedged,3,iv,3.0,"{""ml_mag_adaptive"": 0.187, ""idio_gap_reversal"": 0.485, ""gap_short_hedged"": 0.328}",4.6856815608418785,8.327611210751208,0.7016495793025055,-0.018895505940517254,6.169269450685352
ml_mag_adaptive+idio_gap_reversal+gap_short_hedged,3,iv,7.0,"{""ml_mag_adaptive"": 0.187, ""idio_gap_reversal"": 0.485, ""gap_short_hedged"": 0.328}",2.4888130306098106,6.3277592522488995,0.5331504443358217,-0.02288306783459293,4.075439001780233
ml_mag_adaptive+idio_gap_reversal+sector_vol_double_neutral,3,ew,3.0,"{""ml_mag_adaptive"": 0.333, ""idio_gap_reversal"": 0.333, ""sector_vol_double_neutral"": 0.333}",4.895913229493864,8.706218981017651,0.8266295935126372,-0.020486629435205184,6.465640862102098
ml_mag_adaptive+idio_gap_reversal+sector_vol_double_neutral,3,ew,7.0,"{""ml_mag_adaptive"": 0.333, ""idio_gap_reversal"": 0.333, ""sector_vol_double_neutral"": 0.333}",2.46307811805518,6.58292971052975,0.6250295935126373,-0.02576809048921136,4.19591872703842
ml_mag_adaptive+idio_gap_reversal+sector_vol_double_neutral,3,iv,3.0,"{""ml_mag_adaptive"": 0.165, ""idio_gap_reversal"": 0.427, ""sector_vol_double_neutral"": 0.409}",4.244520144255102,8.793961628109182,0.7038113649742909,-0.01837141408043319,6.1165748101479736
ml_mag_adaptive+idio_gap_reversal+sector_vol_double_neutral,3,iv,7.0,"{""ml_mag_adaptive"": 0.165, ""idio_gap_reversal"": 0.427, ""sector_vol_double_neutral"": 0.409}",1.364746662334994,6.275015853069628,0.5022113649742909,-0.022042084194836886,3.435996841754713
ml_mag_adaptive+idio_gap_reversal+ml_combined,3,ew,3.0,"{""ml_mag_adaptive"": 0.333, ""idio_gap_reversal"": 0.333, ""ml_combined"": 0.333}",4.607284204419349,7.56488148876888,0.8700006857084319,-0.03071610493828658,5.8339506315570375
ml_mag_adaptive+idio_gap_reversal+ml_combined,3,ew,7.0,"{""ml_mag_adaptive"": 0.333, ""idio_gap_reversal"": 0.333, ""ml_combined"": 0.333}",2.619980832058971,5.811917228868381,0.6684006857084318,-0.03554313646877305,3.9630235595511705
ml_mag_adaptive+idio_gap_reversal+ml_combined,3,iv,3.0,"{""ml_mag_adaptive"": 0.195, ""idio_gap_reversal"": 0.505, ""ml_combined"": 0.3}",4.554870255657792,8.19159140202957,0.7706829617628916,-0.025075757078167782,6.066027733485729
ml_mag_adaptive+idio_gap_reversal+ml_combined,3,iv,7.0,"{""ml_mag_adaptive"": 0.195, ""idio_gap_reversal"": 0.505, ""ml_combined"": 0.3}",2.0735631817085527,6.048784426160236,0.5690829617628915,-0.028914251443035388,3.760901499229585
ml_mag_adaptive+svdn_concentrated+gap_short_hedged,3,ew,3.0,"{""ml_mag_adaptive"": 0.333, ""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333}",4.9543765164128635,7.5262188754502235,0.8282034979068372,-0.02858748093632424,6.011988906981697
ml_mag_adaptive+svdn_concentrated+gap_short_hedged,3,ew,7.0,"{""ml_mag_adaptive"": 0.333, ""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333}",3.268358683806328,5.999535186874606,0.6602034979068372,-0.03486280615334736,4.402793177695503
ml_mag_adaptive+svdn_concentrated+gap_short_hedged,3,iv,3.0,"{""ml_mag_adaptive"": 0.213, ""svdn_concentrated"": 0.412, ""gap_short_hedged"": 0.375}",4.821420439264885,7.531596402742155,0.7444988935724471,-0.02642467543264393,5.9360114978097265
ml_mag_adaptive+svdn_concentrated+gap_short_hedged,3,iv,7.0,"{""ml_mag_adaptive"": 0.213, ""svdn_concentrated"": 0.412, ""gap_short_hedged"": 0.375}",2.9895568007089475,5.8740382192359935,0.5806491374698776,-0.03463882601348256,4.188925684233691
ml_mag_adaptive+svdn_concentrated+sector_vol_double_neutral,3,ew,3.0,"{""ml_mag_adaptive"": 0.333, ""svdn_concentrated"": 0.333, ""sector_vol_double_neutral"": 0.333}",5.055015801273811,8.327317868840483,0.8512917124298794,-0.02426477708498198,6.413980309342353
ml_mag_adaptive+svdn_concentrated+sector_vol_double_neutral,3,ew,7.0,"{""ml_mag_adaptive"": 0.333, ""svdn_concentrated"": 0.333, ""sector_vol_double_neutral"": 0.333}",2.757399310591089,6.355270851530277,0.6496917124298794,-0.03283616262992195,4.283201373302627
ml_mag_adaptive+svdn_concentrated+sector_vol_double_neutral,3,iv,3.0,"{""ml_mag_adaptive"": 0.185, ""svdn_concentrated"": 0.357, ""sector_vol_double_neutral"": 0.458}",4.6306706748770425,8.299295966038807,0.7411804754528566,-0.02094876378644972,6.160529104914472
ml_mag_adaptive+svdn_concentrated+sector_vol_double_neutral,3,iv,7.0,"{""ml_mag_adaptive"": 0.185, ""svdn_concentrated"": 0.357, ""sector_vol_double_neutral"": 0.458}",1.9770133300312545,6.041899660866107,0.5395804754528566,-0.029546611670156153,3.7144943839083333
ml_mag_adaptive+svdn_concentrated+ml_combined,3,ew,3.0,"{""ml_mag_adaptive"": 0.333, ""svdn_concentrated"": 0.333, ""ml_combined"": 0.333}",4.723902734693425,7.3286497459320605,0.894662804625674,-0.03367449587674909,5.808190282791982
ml_mag_adaptive+svdn_concentrated+ml_combined,3,ew,7.0,"{""ml_mag_adaptive"": 0.333, ""svdn_concentrated"": 0.333, ""ml_combined"": 0.333}",2.838896985000328,5.677238978499889,0.6930628046256742,-0.03990376715682997,4.037250857298354
ml_mag_adaptive+svdn_concentrated+ml_combined,3,iv,3.0,"{""ml_mag_adaptive"": 0.223, ""svdn_concentrated"": 0.432, ""ml_combined"": 0.344}",4.676416131183078,7.443629362061188,0.8257584798673719,-0.031190355354562604,5.833316093181462
ml_mag_adaptive+svdn_concentrated+ml_combined,3,iv,7.0,"{""ml_mag_adaptive"": 0.223, ""svdn_concentrated"": 0.432, ""ml_combined"": 0.344}",2.5671422317447727,5.626347776733044,0.6241584798673719,-0.03822036531031148,3.868972441047266
ml_mag_adaptive+gap_short_hedged+sector_vol_double_neutral,3,ew,3.0,"{""ml_mag_adaptive"": 0.333, ""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333}",4.84254037194835,7.555717091164912,0.7829903269101633,-0.026948802084348022,5.9503231773909535
ml_mag_adaptive+gap_short_hedged+sector_vol_double_neutral,3,ew,7.0,"{""ml_mag_adaptive"": 0.333, ""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333}",3.0851314781974666,5.934547036197752,0.6149903269101635,-0.03032655961181152,4.259180616823311
ml_mag_adaptive+gap_short_hedged+sector_vol_double_neutral,3,iv,3.0,"{""ml_mag_adaptive"": 0.191, ""gap_short_hedged"": 0.335, ""sector_vol_double_neutral"": 0.474}",4.667370917187385,7.791728430386257,0.6742853444731683,-0.02167967197805276,5.938958648252708
ml_mag_adaptive+gap_short_hedged+sector_vol_double_neutral,3,iv,7.0,"{""ml_mag_adaptive"": 0.191, ""gap_short_hedged"": 0.335, ""sector_vol_double_neutral"": 0.474}",2.56896126853127,5.852693220273821,0.5064839334925945,-0.02512993194199209,3.9208200954766617
ml_mag_adaptive+gap_short_hedged+ml_combined,3,ew,3.0,"{""ml_mag_adaptive"": 0.333, ""gap_short_hedged"": 0.333, ""ml_combined"": 0.333}",4.357245371839814,6.364435441091126,0.8263614191059581,-0.03726678969545838,5.181865694029947
ml_mag_adaptive+gap_short_hedged+ml_combined,3,ew,7.0,"{""ml_mag_adaptive"": 0.333, ""gap_short_hedged"": 0.333, ""ml_combined"": 0.333}",2.9618616340582573,5.070540143728254,0.6583614191059581,-0.04177498969144944,3.8331242269786316
ml_mag_adaptive+gap_short_hedged+ml_combined,3,iv,3.0,"{""ml_mag_adaptive"": 0.233, ""gap_short_hedged"": 0.409, ""ml_combined"": 0.359}",4.220913624138799,6.174041174408426,0.747703913198371,-0.034492504231421695,5.022070276989847
ml_mag_adaptive+gap_short_hedged+ml_combined,3,iv,7.0,"{""ml_mag_adaptive"": 0.233, ""gap_short_hedged"": 0.409, ""ml_combined"": 0.359}",2.8016555171022506,4.849586360701576,0.5873065301734807,-0.040239871026500174,3.6461213214608312
ml_mag_adaptive+sector_vol_double_neutral+ml_combined,3,ew,3.0,"{""ml_mag_adaptive"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",4.61121073511659,7.339159516536887,0.8494496336290003,-0.030379381799410243,5.741600039204051
ml_mag_adaptive+sector_vol_double_neutral+ml_combined,3,ew,7.0,"{""ml_mag_adaptive"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",2.6519407667443553,5.59735576507392,0.6478496336290004,-0.034125314144606844,3.8885588548949626
ml_mag_adaptive+sector_vol_double_neutral+ml_combined,3,iv,3.0,"{""ml_mag_adaptive"": 0.199, ""sector_vol_double_neutral"": 0.494, ""ml_combined"": 0.307}",4.563611364802463,7.714013106849271,0.7436626924220037,-0.024917137135632927,5.872515016393182
ml_mag_adaptive+sector_vol_double_neutral+ml_combined,3,iv,7.0,"{""ml_mag_adaptive"": 0.199, ""sector_vol_double_neutral"": 0.494, ""ml_combined"": 0.307}",2.172328889190236,5.622816307294988,0.5420626924220034,-0.028620134301364564,3.632362652359214
ml_rank_target+idio_gap_reversal+svdn_concentrated,3,ew,3.0,"{""ml_rank_target"": 0.333, ""idio_gap_reversal"": 0.333, ""svdn_concentrated"": 0.333}",4.11378866810511,8.397233713481025,0.7085932839875185,-0.022658460039175266,5.889829476993469
ml_rank_target+idio_gap_reversal+svdn_concentrated,3,ew,7.0,"{""ml_rank_target"": 0.333, ""idio_gap_reversal"": 0.333, ""svdn_concentrated"": 0.333}",1.3552006330582773,6.008158972169204,0.5069932839875186,-0.02700575581915121,3.3309455595819872
ml_rank_target+idio_gap_reversal+svdn_concentrated,3,iv,3.0,"{""ml_rank_target"": 0.253, ""idio_gap_reversal"": 0.428, ""svdn_concentrated"": 0.319}",3.9919450524732727,8.5602380404609,0.6906984583807394,-0.021408238396096624,5.882329807576494
ml_rank_target+idio_gap_reversal+svdn_concentrated,3,iv,7.0,"{""ml_rank_target"": 0.253, ""idio_gap_reversal"": 0.428, ""svdn_concentrated"": 0.319}",1.1114489642036451,6.061688973183814,0.48909845838073934,-0.02533328228886289,3.2121522302052363
ml_rank_target+idio_gap_reversal+gap_short_hedged,3,ew,3.0,"{""ml_rank_target"": 0.333, ""idio_gap_reversal"": 0.333, ""gap_short_hedged"": 0.333}",4.100795541524298,7.535961425908389,0.6402918984678027,-0.021382547361834203,5.503780951895158
ml_rank_target+idio_gap_reversal+gap_short_hedged,3,ew,7.0,"{""ml_rank_target"": 0.333, ""idio_gap_reversal"": 0.333, ""gap_short_hedged"": 0.333}",1.9480156545471001,5.558673375595392,0.4722918984678027,-0.029423656091971395,3.4412000556899014
ml_rank_target+idio_gap_reversal+gap_short_hedged,3,iv,3.0,"{""ml_rank_target"": 0.261, ""idio_gap_reversal"": 0.441, ""gap_short_hedged"": 0.298}",4.099095785307222,7.979468785219119,0.6296302364408674,-0.019094007454219075,5.679416800948077
ml_rank_target+idio_gap_reversal+gap_short_hedged,3,iv,7.0,"{""ml_rank_target"": 0.261, ""idio_gap_reversal"": 0.441, ""gap_short_hedged"": 0.298}",1.726183540717459,5.805814459588504,0.45811524918724716,-0.025941919580539596,3.412952048730176
ml_rank_target+idio_gap_reversal+sector_vol_double_neutral,3,ew,3.0,"{""ml_rank_target"": 0.333, ""idio_gap_reversal"": 0.333, ""sector_vol_double_neutral"": 0.333}",3.903731431330916,8.459371493456223,0.6633801129908449,-0.018672936488173586,5.7792384968568795
ml_rank_target+idio_gap_reversal+sector_vol_double_neutral,3,ew,7.0,"{""ml_rank_target"": 0.333, ""idio_gap_reversal"": 0.333, ""sector_vol_double_neutral"": 0.333}",0.9877999133493964,5.888584007241197,0.4617801129908449,-0.027075462088490876,3.053786122841369
ml_rank_target+idio_gap_reversal+sector_vol_double_neutral,3,iv,3.0,"{""ml_rank_target"": 0.232, ""idio_gap_reversal"": 0.392, ""sector_vol_double_neutral"": 0.375}",3.6863874214786914,8.510707266193041,0.6395247345709743,-0.01646130849429983,5.66581689717684
ml_rank_target+idio_gap_reversal+sector_vol_double_neutral,3,iv,7.0,"{""ml_rank_target"": 0.232, ""idio_gap_reversal"": 0.392, ""sector_vol_double_neutral"": 0.375}",0.6654941825637122,5.827842175735618,0.4379247345709743,-0.022514883758441018,2.835823235334492
ml_rank_target+idio_gap_reversal+ml_combined,3,ew,3.0,"{""ml_rank_target"": 0.333, ""idio_gap_reversal"": 0.333, ""ml_combined"": 0.333}",3.88936152915537,7.229494234518181,0.7067512051866394,-0.029630899487259166,5.285138437016981
ml_rank_target+idio_gap_reversal+ml_combined,3,ew,7.0,"{""ml_rank_target"": 0.333, ""idio_gap_reversal"": 0.333, ""ml_combined"": 0.333}",1.524559839645248,5.167288995980276,0.5051512051866395,-0.04276697777677285,3.073815477967743
ml_rank_target+idio_gap_reversal+ml_combined,3,iv,3.0,"{""ml_rank_target"": 0.271, ""idio_gap_reversal"": 0.457, ""ml_combined"": 0.272}",3.961634775773375,7.7946207379885095,0.689398487174944,-0.025321472022576064,5.559701692500731
ml_rank_target+idio_gap_reversal+ml_combined,3,iv,7.0,"{""ml_rank_target"": 0.271, ""idio_gap_reversal"": 0.457, ""ml_combined"": 0.272}",1.3306176422671203,5.515248836234217,0.48779848717494384,-0.03607248484775083,3.1129341165641953
ml_rank_target+svdn_concentrated+gap_short_hedged,3,ew,3.0,"{""ml_rank_target"": 0.333, ""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333}",4.231041230519754,7.194071921288961,0.6649540173850448,-0.024349953219038434,5.446843338353089
ml_rank_target+svdn_concentrated+gap_short_hedged,3,ew,7.0,"{""ml_rank_target"": 0.333, ""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333}",2.244731954390809,5.376496493247448,0.49695401738504474,-0.03284695010289518,3.543820448042272
ml_rank_target+svdn_concentrated+gap_short_hedged,3,iv,3.0,"{""ml_rank_target"": 0.294, ""svdn_concentrated"": 0.37, ""gap_short_hedged"": 0.336}",4.240958786890223,7.242842085880163,0.6590053436038913,-0.02358456182796065,5.472623585788518
ml_rank_target+svdn_concentrated+gap_short_hedged,3,iv,7.0,"{""ml_rank_target"": 0.294, ""svdn_concentrated"": 0.37, ""gap_short_hedged"": 0.336}",2.2248760335648696,5.399473897390288,0.49128258062767355,-0.03134743602686196,3.542048710610812
ml_rank_target+svdn_concentrated+sector_vol_double_neutral,3,ew,3.0,"{""ml_rank_target"": 0.333, ""svdn_concentrated"": 0.333, ""sector_vol_double_neutral"": 0.333}",4.132913888833432,8.028234294798999,0.6880422319080872,-0.021643352605612454,5.751621747468291
ml_rank_target+svdn_concentrated+sector_vol_double_neutral,3,ew,7.0,"{""ml_rank_target"": 0.333, ""svdn_concentrated"": 0.333, ""sector_vol_double_neutral"": 0.333}",1.4253655691179807,5.675919336830419,0.486442231908087,-0.027476782891270757,3.2311676421221236
ml_rank_target+svdn_concentrated+sector_vol_double_neutral,3,iv,3.0,"{""ml_rank_target"": 0.258, ""svdn_concentrated"": 0.325, ""sector_vol_double_neutral"": 0.417}",4.030591122875505,8.046553011694737,0.6664124290299623,-0.019361834484475593,5.699230287760807
ml_rank_target+svdn_concentrated+sector_vol_double_neutral,3,iv,7.0,"{""ml_rank_target"": 0.258, ""svdn_concentrated"": 0.325, ""sector_vol_double_neutral"": 0.417}",1.2294548200713413,5.612347080813571,0.4648124290299624,-0.026677873212483605,3.092718050169299
ml_rank_target+svdn_concentrated+ml_combined,3,ew,3.0,"{""ml_rank_target"": 0.333, ""svdn_concentrated"": 0.333, ""ml_combined"": 0.333}",4.043341382672507,6.9759193670013175,0.7314133241038817,-0.034016371874310836,5.271061409453978
ml_rank_target+svdn_concentrated+ml_combined,3,ew,7.0,"{""ml_rank_target"": 0.333, ""svdn_concentrated"": 0.333, ""ml_combined"": 0.333}",1.836722986681977,5.053141509337181,0.5298133241038816,-0.04709657258146838,3.2052289744430644
ml_rank_target+svdn_concentrated+ml_combined,3,iv,3.0,"{""ml_rank_target"": 0.306, ""svdn_concentrated"": 0.386, ""ml_combined"": 0.308}",4.091981221133241,7.10864124093901,0.7278941626776897,-0.03166965402866262,5.35555813017676
ml_rank_target+svdn_concentrated+ml_combined,3,iv,7.0,"{""ml_rank_target"": 0.306, ""svdn_concentrated"": 0.386, ""ml_combined"": 0.308}",1.822383997832202,5.139808204963861,0.5262941626776897,-0.04477976672240935,3.23615489859009
ml_rank_target+gap_short_hedged+sector_vol_double_neutral,3,ew,3.0,"{""ml_rank_target"": 0.333, ""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333}",4.109725266168477,7.218972948151979,0.6197408463883712,-0.02400544322640774,5.377976924971694
ml_rank_target+gap_short_hedged+sector_vol_double_neutral,3,ew,7.0,"{""ml_rank_target"": 0.333, ""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333}",1.9990286380774958,5.262046174070156,0.4517408463883711,-0.029861661162469133,3.3444904479989956
ml_rank_target+gap_short_hedged+sector_vol_double_neutral,3,iv,3.0,"{""ml_rank_target"": 0.266, ""gap_short_hedged"": 0.304, ""sector_vol_double_neutral"": 0.43}",4.112452282605171,7.475694162427236,0.603429739583572,-0.021123924070753364,5.481583140362475
ml_rank_target+gap_short_hedged+sector_vol_double_neutral,3,iv,7.0,"{""ml_rank_target"": 0.266, ""gap_short_hedged"": 0.304, ""sector_vol_double_neutral"": 0.43}",1.8273220194329285,5.357977784108105,0.4324900228274138,-0.02709796606458703,3.2825248610151494
ml_rank_target+gap_short_hedged+ml_combined,3,ew,3.0,"{""ml_rank_target"": 0.333, ""gap_short_hedged"": 0.333, ""ml_combined"": 0.333}",3.7487779113137356,5.887490090220447,0.6631119385841657,-0.03710207085791084,4.631796248541972
ml_rank_target+gap_short_hedged+ml_combined,3,ew,7.0,"{""ml_rank_target"": 0.333, ""gap_short_hedged"": 0.333, ""ml_combined"": 0.333}",2.1288816053695454,4.395889234309309,0.4951119385841657,-0.04798107126035911,3.071315634383131
ml_rank_target+gap_short_hedged+ml_combined,3,iv,3.0,"{""ml_rank_target"": 0.318, ""gap_short_hedged"": 0.363, ""ml_combined"": 0.319}",3.7577103545263575,5.874124015474616,0.6549035444554007,-0.036043980972783274,4.630303839582181
ml_rank_target+gap_short_hedged+ml_combined,3,iv,7.0,"{""ml_rank_target"": 0.318, ""gap_short_hedged"": 0.363, ""ml_combined"": 0.319}",2.1564632624929345,4.394449321945646,0.48993525320375864,-0.04673873973948017,3.085227184618686
ml_rank_target+sector_vol_double_neutral+ml_combined,3,ew,3.0,"{""ml_rank_target"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",3.9188225426296643,6.973251164184495,0.686200153107208,-0.028570979250014172,5.194273900942599
ml_rank_target+sector_vol_double_neutral+ml_combined,3,ew,7.0,"{""ml_rank_target"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",1.586000688646345,4.924566930679289,0.48460015310720794,-0.04226224359866293,3.00286980239579
ml_rank_target+sector_vol_double_neutral+ml_combined,3,iv,3.0,"{""ml_rank_target"": 0.276, ""sector_vol_double_neutral"": 0.447, ""ml_combined"": 0.277}",3.9964545220080825,7.347463994770812,0.6633698471841634,-0.025182818280780173,5.393924069432416
ml_rank_target+sector_vol_double_neutral+ml_combined,3,iv,7.0,"{""ml_rank_target"": 0.276, ""sector_vol_double_neutral"": 0.447, ""ml_combined"": 0.277}",1.4427023317618253,5.114548604309035,0.46176984718416336,-0.03633280387437465,3.003042606675652
idio_gap_reversal+svdn_concentrated+gap_short_hedged,3,ew,3.0,"{""idio_gap_reversal"": 0.333, ""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333}",3.9980393397791927,7.843705396997969,0.5948192623753896,-0.021225822905975966,5.569793657013287
idio_gap_reversal+svdn_concentrated+gap_short_hedged,3,ew,7.0,"{""idio_gap_reversal"": 0.333, ""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333}",1.5653164078744428,5.628339167206922,0.42681926237538964,-0.025798300561683085,3.252191821748181
idio_gap_reversal+svdn_concentrated+gap_short_hedged,3,iv,3.0,"{""idio_gap_reversal"": 0.413, ""svdn_concentrated"": 0.308, ""gap_short_hedged"": 0.28}",3.916650602469803,8.051846220029077,0.5999722571325959,-0.020245890309496528,5.608157969222245
idio_gap_reversal+svdn_concentrated+gap_short_hedged,3,iv,7.0,"{""idio_gap_reversal"": 0.413, ""svdn_concentrated"": 0.308, ""gap_short_hedged"": 0.28}",1.343484358190321,5.7244624119515475,0.4265504507060582,-0.025582989254141597,3.1678008809919302
idio_gap_reversal+svdn_concentrated+sector_vol_double_neutral,3,ew,3.0,"{""idio_gap_reversal"": 0.333, ""svdn_concentrated"": 0.333, ""sector_vol_double_neutral"": 0.333}",3.2295226258172898,7.739713024453275,0.6179074768984318,-0.020794655426273456,5.103910476467113
idio_gap_reversal+svdn_concentrated+sector_vol_double_neutral,3,ew,7.0,"{""idio_gap_reversal"": 0.333, ""svdn_concentrated"": 0.333, ""sector_vol_double_neutral"": 0.333}",0.34831385905567364,5.21453538206288,0.4163074768984319,-0.027838823512796984,2.416964765909983
idio_gap_reversal+svdn_concentrated+sector_vol_double_neutral,3,iv,3.0,"{""idio_gap_reversal"": 0.37, ""svdn_concentrated"": 0.276, ""sector_vol_double_neutral"": 0.354}",3.1791443398773387,7.803517878927143,0.6123761308391551,-0.02115658512765184,5.0954128792398485
idio_gap_reversal+svdn_concentrated+sector_vol_double_neutral,3,iv,7.0,"{""idio_gap_reversal"": 0.37, ""svdn_concentrated"": 0.276, ""sector_vol_double_neutral"": 0.354}",0.2645482902598372,5.234526167516168,0.4107761308391551,-0.028198435567201363,2.3712819012872837
idio_gap_reversal+svdn_concentrated+ml_combined,3,ew,3.0,"{""idio_gap_reversal"": 0.333, ""svdn_concentrated"": 0.333, ""ml_combined"": 0.333}",4.121227865167686,7.9682396133908995,0.6612785690942264,-0.02248165599107288,5.738487788893594
idio_gap_reversal+svdn_concentrated+ml_combined,3,ew,7.0,"{""idio_gap_reversal"": 0.333, ""svdn_concentrated"": 0.333, ""ml_combined"": 0.333}",1.2328275288837807,5.539010569631116,0.4596785690942264,-0.028851845948025145,3.0929095749397004
idio_gap_reversal+svdn_concentrated+ml_combined,3,iv,3.0,"{""idio_gap_reversal"": 0.427, ""svdn_concentrated"": 0.319, ""ml_combined"": 0.254}",4.012031177997187,8.212872286544076,0.6547649189862571,-0.020993308485868112,5.773645292818443
idio_gap_reversal+svdn_concentrated+ml_combined,3,iv,7.0,"{""idio_gap_reversal"": 0.427, ""svdn_concentrated"": 0.319, ""ml_combined"": 0.254}",1.0121202451673654,5.68415548306787,0.45316491898625716,-0.024919686197694024,3.027597744980814
idio_gap_reversal+gap_short_hedged+sector_vol_double_neutral,3,ew,3.0,"{""idio_gap_reversal"": 0.333, ""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333}",3.7120877625131916,7.7919943893545325,0.549606091378716,-0.022056529897078958,5.358641741429071
idio_gap_reversal+gap_short_hedged+sector_vol_double_neutral,3,ew,7.0,"{""idio_gap_reversal"": 0.333, ""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333}",1.1703182276078785,5.410188441520644,0.38160609137871593,-0.02782291128516523,2.9070256860283648
idio_gap_reversal+gap_short_hedged+sector_vol_double_neutral,3,iv,3.0,"{""idio_gap_reversal"": 0.38, ""gap_short_hedged"": 0.257, ""sector_vol_double_neutral"": 0.363}",3.5732965828420196,7.936466362257077,0.5577338912652567,-0.02221504443675648,5.339689517027496
idio_gap_reversal+gap_short_hedged+sector_vol_double_neutral,3,iv,7.0,"{""idio_gap_reversal"": 0.38, ""gap_short_hedged"": 0.257, ""sector_vol_double_neutral"": 0.363}",0.8779356496438172,5.43651641513951,0.3820503126634414,-0.028311591709795914,2.7554153612708534
idio_gap_reversal+gap_short_hedged+ml_combined,3,ew,3.0,"{""idio_gap_reversal"": 0.333, ""gap_short_hedged"": 0.333, ""ml_combined"": 0.333}",3.976338082303053,7.009742036241667,0.5929771835745105,-0.021885364442678856,5.223664899506453
idio_gap_reversal+gap_short_hedged+ml_combined,3,ew,7.0,"{""idio_gap_reversal"": 0.333, ""gap_short_hedged"": 0.333, ""ml_combined"": 0.333}",1.8005613398436777,5.023769060030814,0.4249771835745105,-0.03024255662234343,3.141890812897706
idio_gap_reversal+gap_short_hedged+ml_combined,3,iv,3.0,"{""idio_gap_reversal"": 0.44, ""gap_short_hedged"": 0.298, ""ml_combined"": 0.262}",4.015417145651538,7.532190314243574,0.5926680244016391,-0.019506135601819796,5.459879180352107
idio_gap_reversal+gap_short_hedged+ml_combined,3,iv,7.0,"{""idio_gap_reversal"": 0.44, ""gap_short_hedged"": 0.298, ""ml_combined"": 0.262}",1.6086917000458627,5.352072978641863,0.42112617796004537,-0.02559598972141397,3.1695922137017236
idio_gap_reversal+sector_vol_double_neutral+ml_combined,3,ew,3.0,"{""idio_gap_reversal"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",3.8682251848769376,7.969787206772059,0.6160653980975528,-0.019176798538335538,5.581112187200857
idio_gap_reversal+sector_vol_double_neutral+ml_combined,3,ew,7.0,"{""idio_gap_reversal"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",0.8326892897434967,5.361770093902447,0.41446539809755273,-0.026418954077358503,2.773482554841472
idio_gap_reversal+sector_vol_double_neutral+ml_combined,3,iv,3.0,"{""idio_gap_reversal"": 0.392, ""sector_vol_double_neutral"": 0.375, ""ml_combined"": 0.233}",3.675156707366498,8.144768893006498,0.6066100492655866,-0.016175387937586994,5.5337664277807965
idio_gap_reversal+sector_vol_double_neutral+ml_combined,3,iv,7.0,"{""idio_gap_reversal"": 0.392, ""sector_vol_double_neutral"": 0.375, ""ml_combined"": 0.233}",0.5499598156620663,5.437946922585737,0.40501004926558654,-0.022081231382115263,2.636658846078782
svdn_concentrated+gap_short_hedged+sector_vol_double_neutral,3,ew,3.0,"{""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333}",4.001583100403901,7.42463878636747,0.5742682102959581,-0.022181163639583334,5.402982224508317
svdn_concentrated+gap_short_hedged+sector_vol_double_neutral,3,ew,7.0,"{""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333}",1.6276757024130173,5.252588699410891,0.4062682102959581,-0.027095943000980727,3.132411067390031
svdn_concentrated+gap_short_hedged+sector_vol_double_neutral,3,iv,3.0,"{""svdn_concentrated"": 0.313, ""gap_short_hedged"": 0.285, ""sector_vol_double_neutral"": 0.402}",3.9370207614379416,7.5065207486342835,0.5749315613679234,-0.02153117617815703,5.4014392924604815
svdn_concentrated+gap_short_hedged+sector_vol_double_neutral,3,iv,7.0,"{""svdn_concentrated"": 0.313, ""gap_short_hedged"": 0.285, ""sector_vol_double_neutral"": 0.402}",1.4524754878673038,5.248842047489856,0.40201380303731094,-0.026618668002906132,3.034041011825541
