symbol,program_id,entry_date,exit_date,case_return,remaining_pressure,variant
9302,9302:2026-02-06,2026-05-18,2026-06-12,-0.02320141342756188,0.14878232753443546,steady
9302,9302:2026-02-06,2026-05-18,2026-06-12,-0.02320141342756188,0.14878232753443546,union
9302,9302:2026-02-06,2026-05-18,2026-06-12,-0.025201413427561877,0.14878232753443546,steady_40bps
