date,n,turnover,gross,net
2023-09-28,5,1.0,0.013817979970535896,0.013617979970535895
2023-09-29,5,0.4,0.004386741491910016,0.0043067414919100155
2023-10-02,8,0.875,-0.005818792061551793,-0.005993792061551793
2023-10-03,11,0.2727272727272727,0.01072687696699508,0.010672331512449625
2023-10-04,14,0.35714285714285715,0.0032051638015916303,0.003133735230163059
2023-10-05,16,0.375,-0.002948086149648293,-0.003023086149648293
2023-10-06,15,0.3333333333333333,-0.0024599808413216045,-0.002526647507988271
2023-10-10,9,0.8888888888888888,-0.0006854874486773507,-0.0008632652264551285
2023-10-11,7,0.5714285714285714,0.0034272104677752456,0.0033129247534895313
2023-10-17,5,1.0,0.0028274392211324207,0.0026274392211324206
2023-10-18,14,0.6428571428571429,-0.0017795346934656037,-0.0019081061220370323
2023-10-19,32,0.625,-0.003625552409034458,-0.003750552409034458
2023-10-20,58,0.5172413793103449,-0.0013639993124233713,-0.0014674475882854403
2023-10-23,94,0.425531914893617,0.0015671612948180858,0.0014820549118393625
2023-10-24,114,0.2631578947368421,-0.001540374168587543,-0.0015930057475349113
2023-10-25,127,0.2755905511811024,-0.0012239032964217458,-0.0012790214066579662
2023-10-26,113,0.2831858407079646,-8.018878329650592e-06,-6.46560464712435e-05
2023-10-27,112,0.6517857142857143,0.001727389657703254,0.0015970325148461112
2023-10-30,99,0.7777777777777778,-0.00010233526367413835,-0.00025789081922969394
2023-10-31,107,0.48598130841121495,-0.0018243211704407764,-0.0019215174321230194
2023-11-01,135,0.5333333333333333,-0.001191542696297787,-0.0012982093629644537
2023-11-02,179,0.39106145251396646,-0.004159643613970777,-0.00423785590447357
2023-11-06,163,0.4294478527607362,-0.0026435304937173117,-0.002729420064269459
2023-11-07,134,0.291044776119403,0.0014754383623801614,0.0014172294071562808
2023-11-08,103,0.39805825242718446,-0.003567825081874894,-0.0036474367323603312
2023-11-09,61,0.7868852459016393,-0.0012653480062833483,-0.001422725055463676
2023-11-10,22,2.0454545454545454,-0.0017704804223281922,-0.0021795713314191013
2023-12-07,5,1.0,-0.0017622506216581676,-0.0019622506216581677
2023-12-11,5,1.0,0.00539232966019414,0.0051923296601941405
2023-12-12,5,0.4,5.30984360765179e-05,-2.6901563923482108e-05
2023-12-19,5,1.0,-0.007003268248106149,-0.007203268248106149
2023-12-20,6,0.16666666666666666,-0.0015955678682778333,-0.0016289012016111667
2023-12-21,5,0.2,0.0042134474876713915,0.004173447487671391
2023-12-28,8,1.0,-0.0018348678495212212,-0.0020348678495212213
2023-12-29,10,0.2,-0.00223077485945339,-0.00227077485945339
2024-01-09,17,0.7647058823529411,0.002606340920117611,0.0024533997436470226
2024-01-10,12,0.4166666666666667,0.006378505824301587,0.006295172490968253
2024-01-11,7,1.0,-0.005141455831092609,-0.005341455831092609
2024-01-18,10,1.0,-0.001356740847629535,-0.0015567408476295352
2024-01-19,14,0.42857142857142855,0.00448884441138098,0.004403130125666695
2024-01-22,36,0.6111111111111112,0.0012394855633865217,0.0011172633411642994
2024-01-23,72,0.5833333333333334,-0.00014413483146896527,-0.00026080149813563193
2024-01-24,87,0.21839080459770116,0.00043433271318660087,0.00039065455226706063
2024-01-25,106,0.4056603773584906,-0.0006935035093801173,-0.0007746355848518155
2024-01-26,128,0.296875,-0.0012951419138858972,-0.0013545169138858971
2024-01-29,119,0.37815126050420167,0.0011329017000349158,0.0010572714479340755
2024-01-30,110,0.6818181818181818,2.7931017112457963e-05,-0.00010843261925117838
2024-01-31,116,0.39655172413793105,-0.001965952480024756,-0.002045262824852342
2024-02-01,127,0.5748031496062992,0.000876300285155728,0.0007613396552344682
2024-02-02,129,0.4496124031007752,0.002138400244249488,0.0020484777636293333
2024-02-05,180,0.49444444444444446,0.0012140651132867622,0.0011151762243978734
2024-02-06,154,0.33766233766233766,-0.00014607508472335926,-0.00021360755225582678
2024-02-07,129,0.3178294573643411,7.916451725638947e-05,1.5598625783521257e-05
2024-02-08,86,0.6395348837209303,0.002000753586291111,0.0018728466095469247
2024-02-09,62,0.4838709677419355,0.0028336198133137765,0.0027368456197653895
2024-02-13,5,11.4,0.008498732346104373,0.006218732346104373
2024-03-06,6,1.0,0.021733848558540103,0.021533848558540104
2024-03-07,6,0.3333333333333333,0.014098572506252332,0.014031905839585666
2024-03-08,7,0.14285714285714285,0.002319069186460998,0.0022904977578895695
2024-03-11,6,0.5,0.03408495206969807,0.033984952069698066
2024-03-12,5,0.6,0.0029595259708952585,0.0028395259708952586
2024-03-29,5,1.0,-0.008365190862080157,-0.008565190862080158
2024-04-01,5,1.2,0.0033645374112748934,0.0031245374112748936
2024-04-02,9,0.4444444444444444,-0.0007380403886331818,-0.0008269292775220707
2024-04-03,13,0.3076923076923077,0.005262759251307002,0.00520122078976854
2024-04-04,15,0.4,-0.002257142683623284,-0.0023371426836232842
2024-04-05,18,0.2777777777777778,-0.0014295930510734526,-0.0014851486066290082
2024-04-08,16,0.125,0.005212694326327242,0.005187694326327242
2024-04-09,10,0.6,0.00019103494943385063,7.103494943385064e-05
2024-04-10,7,0.42857142857142855,-0.0014709197109007486,-0.0015566339966150344
2024-04-11,5,1.2,-0.020575353154757503,-0.020815353154757504
2024-04-17,18,1.0,-0.003710716139744141,-0.003910716139744141
2024-04-18,59,0.7288135593220338,-0.0015553593532335241,-0.001701122065097931
2024-04-19,97,0.4536082474226804,0.0019202740023741664,0.0018295523528896304
2024-04-22,101,0.07920792079207921,0.0033762380823563823,0.0033603964981979663
2024-04-23,101,0.07920792079207921,-0.002828299831071613,-0.002844141415230029
2024-04-24,82,0.23170731707317074,0.001622377179419732,0.0015760357160050978
2024-04-25,80,0.925,0.0010853662601905054,0.0009003662601905053
2024-04-26,82,1.0,0.0026319121972294534,0.0024319121972294533
2024-04-30,136,0.5,0.003802704677421326,0.0037027046774213263
2024-05-01,206,0.3786407766990291,0.0005736249146841522,0.0004978967593443464
2024-05-02,248,0.2661290322580645,1.9791469510151475e-05,-3.3434336941461425e-05
2024-05-07,196,0.3163265306122449,-0.0011110753539646575,-0.0011743406600871066
2024-05-08,161,0.30434782608695654,0.0004676785496387434,0.0004068089844213521
2024-05-09,118,0.635593220338983,0.0034140795827256884,0.0032869609386578917
2024-05-10,51,1.5098039215686274,0.007072308224161314,0.006770347439847588
2024-06-05,5,1.0,0.00465998571108335,0.004459985711083351
2024-06-06,5,0.4,-0.0069995624405402145,-0.007079562440540215
2024-06-07,5,0.0,0.012111276629940817,0.012111276629940817
2024-07-03,9,1.0,0.004065891859152323,0.0038658918591523233
2024-07-04,15,0.4,-0.0024207318340479195,-0.0025007318340479197
2024-07-05,13,0.46153846153846156,0.005798710000190785,0.005706402307883093
2024-07-08,12,0.25,0.004483495890547706,0.004433495890547707
2024-07-09,10,0.2,-0.00847062588495063,-0.008510625884950631
2024-07-10,11,0.6363636363636364,0.008625963531695272,0.008498690804422544
2024-07-17,10,1.0,-0.0033741796812616362,-0.0035741796812616363
2024-07-18,24,0.75,-0.008410651026143245,-0.008560651026143246
2024-07-19,71,0.6619718309859155,-0.001682913912668298,-0.0018153082788654811
2024-07-22,107,0.42990654205607476,-0.00036329852097900794,-0.0004492798293902229
2024-07-23,117,0.23931623931623933,-0.0019725383726322803,-0.002020401620495528
2024-07-24,124,0.25,-5.5926511664878414e-05,-0.00010592651166487841
2024-07-25,136,0.3382352941176471,0.0006768720150490092,0.0006092249562254798
2024-07-26,140,0.6,-0.0021155159239781493,-0.002235515923978149
2024-07-29,116,0.603448275862069,-0.003437731760934079,-0.003558421416106493
2024-07-30,127,0.6062992125984252,0.002199423865336862,0.002078164022817177
2024-07-31,145,0.41379310344827586,-0.0029402327803524936,-0.0030229914010421488
2024-08-01,175,0.4342857142857143,-0.0012641892892028203,-0.0013510464320599632
2024-08-02,156,0.3141025641025641,-0.003549580939199777,-0.00361240145202029
2024-08-05,154,0.2987012987012987,-0.007355246209534483,-0.0074149864692747425
2024-08-06,126,0.6031746031746031,0.01288392924260387,0.01276329432196895
2024-08-07,72,0.8611111111111112,0.003448145464558735,0.003275923242336513
2024-08-08,13,4.538461538461538,0.007650108674523379,0.006742416366831072
2024-08-09,11,0.18181818181818182,-0.0025041979381231283,-0.002540561574486765
2024-09-05,5,1.0,-0.009155150377853338,-0.009355150377853338
2024-09-06,5,0.4,-0.004511837979261242,-0.004591837979261242
2024-09-09,5,0.0,0.0056612110333937255,0.0056612110333937255
2024-09-27,6,1.0,0.011865798810046914,0.011665798810046913
2024-10-02,10,1.0,-0.004049114304940954,-0.004249114304940954
2024-10-03,16,0.5,-0.0015834542176696251,-0.0016834542176696252
2024-10-04,17,0.4117647058823529,0.010630422999605352,0.010548070058428881
2024-10-07,16,0.0625,0.001118265308177331,0.0011057653081773312
2024-10-08,15,0.06666666666666667,-0.0009536367820497573,-0.0009669701153830906
2024-10-09,9,0.8888888888888888,0.017974314446162556,0.01779653666838478
2024-10-16,6,1.0,-0.013094873815761118,-0.013294873815761119
2024-10-17,23,0.8260869565217391,-0.0009338101700643825,-0.0010990275613687304
2024-10-18,40,0.425,0.0013607399007710675,0.0012757399007710675
2024-10-21,48,0.3333333333333333,0.0024544383345521414,0.0023877716678854747
2024-10-22,92,0.5434782608695652,0.0022755500392097703,0.002166854387035857
2024-10-23,114,0.24561403508771928,0.002184090534466154,0.0021349677274486102
2024-10-24,121,0.4049586776859504,-0.0005967101825125882,-0.0006777019180497783
2024-10-25,101,0.21782178217821782,-0.000570898119186267,-0.0006144624756219105
2024-10-28,128,0.5078125,-0.0007620034994006656,-0.0008635659994006656
2024-10-29,104,0.7307692307692307,-0.0023423815009223654,-0.0024885353470762116
2024-10-30,117,0.5213675213675214,-4.5832858646477695e-05,-0.000150106362919982
2024-10-31,149,0.4563758389261745,0.0013347519664049523,0.0012434767986197173
2024-11-01,182,0.23626373626373626,-0.0024634379697016824,-0.0025106907169544297
2024-11-05,142,0.5492957746478874,-0.0010362457113217852,-0.0011461048662513627
2024-11-06,109,0.3394495412844037,0.0025030452107361965,0.0024351553024793155
2024-11-07,79,0.4810126582278481,-0.0011298240803565736,-0.0012260266120021433
2024-11-08,46,1.108695652173913,0.0020143070369659033,0.0017925679065311207
2024-11-11,26,0.9230769230769231,-4.487200502620455e-05,-0.00022948738964158918
2024-12-10,5,1.0,-4.443032238796228e-05,-0.00024443032238796226
2024-12-19,5,1.0,0.005561690402511547,0.005361690402511547
2024-12-27,12,1.0,0.004268197441705132,0.0040681974417051325
2024-12-30,17,0.29411764705882354,0.0003440708119017621,0.0002852472824899974
2025-01-08,16,0.3125,0.006407044833406,0.006344544833406
2025-01-09,11,0.45454545454545453,0.011725868989738078,0.011634959898828987
2025-01-17,8,1.0,0.0014955194802634473,0.0012955194802634473
2025-01-20,11,0.2727272727272727,0.004311195994729577,0.004256650540184122
2025-01-21,22,0.5909090909090909,0.0009790159391364624,0.0008608341209546442
2025-01-22,66,0.7878787878787878,0.00018883576448961055,3.1260006913852976e-05
